identificador;clase;cu;canton
10561292;JEEP;1.1;21701
10561296;JEEP;1.1;21701
10562939;JEEP;1.1;21701
10562942;JEEP;1.1;21701
10563188;JEEP;1.1;21701
10563192;JEEP;1.1;21701
10563215;JEEP;1.1;21701
10563216;JEEP;1.1;21701
10563218;JEEP;1.1;21701
10563230;JEEP;1.1;21701
10563240;JEEP;1.1;21701
10563245;JEEP;1.1;21701
10563332;JEEP;1.1;21701
10563336;JEEP;1.1;21701
10563344;JEEP;1.1;21701
10563345;JEEP;1.1;21701
10563351;JEEP;1.1;21701
10563356;JEEP;1.1;21701
10563357;JEEP;1.1;21701
10563363;JEEP;1.1;21701
10563381;JEEP;1.1;21701
10563383;JEEP;1.1;21701
10563389;JEEP;1.1;21701
10563429;JEEP;1.1;21701
10563435;JEEP;1.1;21701
10563441;JEEP;1.1;21701
10563446;JEEP;1.1;21701
10563461;JEEP;1.1;21701
10563473;JEEP;1.1;21701
10563474;JEEP;1.1;21701
10563480;JEEP;1.1;21701
10563482;JEEP;1.1;21701
10563485;JEEP;1.1;21701
10563494;JEEP;1.1;21701
10563818;JEEP;1.1;21701
10563821;JEEP;1.1;21701
10563939;JEEP;1.1;21701
10563951;JEEP;1.1;21701
10563959;JEEP;1.1;21701
10563974;JEEP;1.1;21701
10563989;JEEP;1.1;21701
10564014;JEEP;1.1;21701
10564026;JEEP;1.1;21701
10564047;JEEP;1.1;21701
10564049;JEEP;1.1;21701
10564055;JEEP;1.1;21701
10564061;JEEP;1.1;21701
10564088;JEEP;1.1;21701
10564107;JEEP;1.1;21701
10564401;JEEP;1.1;21701
10565148;JEEP;1.1;21701
10565150;JEEP;1.1;21701
10565154;JEEP;1.1;21701
10565160;JEEP;1.1;21701
10565162;JEEP;1.1;21701
10565174;JEEP;1.1;21701
10565175;JEEP;1.1;21701
10565181;JEEP;1.1;21701
10565202;JEEP;1.1;21701
10565225;JEEP;1.1;21701
10565237;JEEP;1.1;21701
10565246;JEEP;1.1;21701
10565265;JEEP;1.1;21701
10565267;JEEP;1.1;21701
10565270;JEEP;1.1;21701
10565276;JEEP;1.1;21701
10565280;JEEP;1.1;21701
10565282;JEEP;1.1;21701
10565301;JEEP;1.1;21701
10565304;JEEP;1.1;21701
10565313;JEEP;1.1;21701
10565322;JEEP;1.1;21701
10565357;JEEP;1.1;21701
10565361;JEEP;1.1;21701
10565379;JEEP;1.1;21701
10565381;JEEP;1.1;21701
10565393;JEEP;1.1;21701
10565406;JEEP;1.1;21701
10565411;JEEP;1.1;21701
10565417;JEEP;1.1;21701
10565418;JEEP;1.1;21701
10565421;JEEP;1.1;21701
10565424;JEEP;1.1;21701
10565426;JEEP;1.1;21701
10565430;JEEP;1.1;21701
10565444;JEEP;1.1;21701
10565456;JEEP;1.1;21701
10566684;JEEP;1.1;21701
10567550;JEEP;1.1;21701
10567556;JEEP;1.1;21701
10567592;JEEP;1.1;21701
10567593;JEEP;1.1;21701
10567613;JEEP;1.1;21701
10567682;JEEP;1.1;21701
10567701;JEEP;1.1;21701
10567704;JEEP;1.1;21701
10567712;JEEP;1.1;21701
10567718;JEEP;1.1;21701
10567722;JEEP;1.1;21701
10567874;JEEP;1.1;21701
10567892;JEEP;1.1;21701
10567893;JEEP;1.1;21701
10567895;JEEP;1.1;21701
10567899;JEEP;1.1;21701
10567925;JEEP;1.1;21701
10567995;JEEP;1.1;21701
10568003;JEEP;1.1;21701
10568015;JEEP;1.1;21701
10568403;JEEP;1.1;21701
10568453;JEEP;1.1;21701
10568457;JEEP;1.1;21701
10568807;JEEP;1.1;21701
10568808;JEEP;1.1;21701
10568810;JEEP;1.1;21701
10568811;JEEP;1.1;21701
10569573;JEEP;1.1;21701
10569578;JEEP;1.1;21701
10569915;JEEP;1.1;21701
10569938;JEEP;1.1;21701
10569941;JEEP;1.1;21701
10571366;JEEP;1.1;21701
10572017;JEEP;1.1;21701
10572083;JEEP;1.1;21701
10572087;JEEP;1.1;21701
10572881;JEEP;1.1;21701
10572900;JEEP;1.1;21701
10574673;JEEP;1.1;21701
10574699;JEEP;1.1;21701
10574700;JEEP;1.1;21701
10574706;JEEP;1.1;21701
10574717;JEEP;1.1;21701
10574790;JEEP;1.1;21701
10574798;JEEP;1.1;21701
10574825;JEEP;1.1;21701
10574943;JEEP;1.1;21701
10575393;JEEP;1.1;21701
10575407;JEEP;1.1;21701
10575416;JEEP;1.1;21701
10575420;JEEP;1.1;21701
10575447;JEEP;1.1;21701
10575518;JEEP;1.1;21701
10575521;JEEP;1.1;21701
10575530;JEEP;1.1;21701
10575536;JEEP;1.1;21701
10575539;JEEP;1.1;21701
10575540;JEEP;1.1;21701
10575548;JEEP;1.1;21701
10575552;JEEP;1.1;21701
10575806;JEEP;1.1;21701
10575843;JEEP;1.1;21701
10576008;JEEP;1.1;21701
10576016;JEEP;1.1;21701
10576022;JEEP;1.1;21701
10576025;JEEP;1.1;21701
10576031;JEEP;1.1;21701
10576040;JEEP;1.1;21701
10576164;JEEP;1.1;21701
10576173;JEEP;1.1;21701
10576182;JEEP;1.1;21701
10576194;JEEP;1.1;21701
10577049;JEEP;1.1;21701
10577051;JEEP;1.1;21701
10577063;JEEP;1.1;21701
10577081;JEEP;1.1;21701
10577082;JEEP;1.1;21701
10577087;JEEP;1.1;21701
10577091;JEEP;1.1;21701
10577093;JEEP;1.1;21701
10577096;JEEP;1.1;21701
10577097;JEEP;1.1;21701
10577099;JEEP;1.1;21701
10577106;JEEP;1.1;21701
10577331;JEEP;1.1;21701
10577333;JEEP;1.1;21701
10577435;JEEP;1.1;21701
10577438;JEEP;1.1;21701
10577439;JEEP;1.1;21701
10577442;JEEP;1.1;21701
10577459;JEEP;1.1;21701
10577882;JEEP;1.1;21701
10577894;JEEP;1.1;21701
10578126;JEEP;1.1;21701
10578149;JEEP;1.1;21701
10578170;JEEP;1.1;21701
10578180;JEEP;1.1;21701
10578195;JEEP;1.1;21701
10578204;JEEP;1.1;21701
10578210;JEEP;1.1;21701
10578228;JEEP;1.1;21701
10578237;JEEP;1.1;21701
10578266;JEEP;1.1;21701
10578269;JEEP;1.1;21701
10578272;JEEP;1.1;21701
10578290;JEEP;1.1;21701
10578294;JEEP;1.1;21701
10578485;JEEP;1.1;21701
10578776;JEEP;1.1;21701
10579256;JEEP;1.1;21701
10579259;JEEP;1.1;21701
10579260;JEEP;1.1;21701
10579262;JEEP;1.1;21701
10579341;JEEP;1.1;21701
10579346;JEEP;1.1;21701
10579347;JEEP;1.1;21701
10579349;JEEP;1.1;21701
10579350;JEEP;1.1;21701
10579352;JEEP;1.1;21701
10579353;JEEP;1.1;21701
10579359;JEEP;1.1;21701
10579364;JEEP;1.1;21701
10579365;JEEP;1.1;21701
10579367;JEEP;1.1;21701
10579433;JEEP;1.1;21701
10579524;JEEP;1.1;21701
10579550;JEEP;1.1;21701
10579551;JEEP;1.1;21701
10579553;JEEP;1.1;21701
10579560;JEEP;1.1;21701
10579563;JEEP;1.1;21701
10579565;JEEP;1.1;21701
10579569;JEEP;1.1;21701
10579571;JEEP;1.1;21701
10579572;JEEP;1.1;21701
10579574;JEEP;1.1;21701
10579577;JEEP;1.1;21701
10579578;JEEP;1.1;21701
10579584;JEEP;1.1;21701
10580175;JEEP;1.1;21701
10580198;JEEP;1.1;21701
10580210;JEEP;1.1;21701
10580213;JEEP;1.1;21701
10580235;JEEP;1.1;21701
10580244;JEEP;1.1;21701
10580246;JEEP;1.1;21701
10580276;JEEP;1.1;21701
10580280;JEEP;1.1;21701
10580289;JEEP;1.1;21701
10580301;JEEP;1.1;21701
10580303;JEEP;1.1;21701
10580304;JEEP;1.1;21701
10580306;JEEP;1.1;21701
10580307;JEEP;1.1;21701
10580309;JEEP;1.1;21701
10580318;JEEP;1.1;21701
10580330;JEEP;1.1;21701
10580337;JEEP;1.1;21701
10580357;JEEP;1.1;21701
10580364;JEEP;1.1;21701
10580376;JEEP;1.1;21701
10580414;JEEP;1.1;21701
10580415;JEEP;1.1;21701
10580417;JEEP;1.1;21701
10580423;JEEP;1.1;21701
10580465;JEEP;1.1;21701
10580468;JEEP;1.1;21701
10580490;JEEP;1.1;21701
10580510;JEEP;1.1;21701
10580511;JEEP;1.1;21701
10580534;JEEP;1.1;21701
10580538;JEEP;1.1;21701
10580552;JEEP;1.1;21701
10580565;JEEP;1.1;21701
10580573;JEEP;1.1;21701
10580576;JEEP;1.1;21701
10580585;JEEP;1.1;21701
10580594;JEEP;1.1;21701
10580625;JEEP;1.1;21701
10580630;JEEP;1.1;21701
10580631;JEEP;1.1;21701
10580642;JEEP;1.1;21701
10580646;JEEP;1.1;21701
10580711;JEEP;1.1;21701
10580729;JEEP;1.1;21701
10580739;JEEP;1.1;21701
10580741;JEEP;1.1;21701
10580745;JEEP;1.1;21701
10580747;JEEP;1.1;21701
10580750;JEEP;1.1;21701
10580772;JEEP;1.1;21701
10580775;JEEP;1.1;21701
10580777;JEEP;1.1;21701
10580786;JEEP;1.1;21701
10580789;JEEP;1.1;21701
10580798;JEEP;1.1;21701
10580799;JEEP;1.1;21701
10580804;JEEP;1.1;21701
10580805;JEEP;1.1;21701
10580807;JEEP;1.1;21701
10580823;JEEP;1.1;21701
10580847;JEEP;1.1;21701
10580850;JEEP;1.1;21701
10580856;JEEP;1.1;21701
10580864;JEEP;1.1;21701
10580868;JEEP;1.1;21701
10580888;JEEP;1.1;21701
10580889;JEEP;1.1;21701
10580904;JEEP;1.1;21701
10580918;JEEP;1.1;21701
10580931;JEEP;1.1;21701
10580933;JEEP;1.1;21701
10580934;JEEP;1.1;21701
10580936;JEEP;1.1;21701
10580951;JEEP;1.1;21701
10580961;JEEP;1.1;21701
10580979;JEEP;1.1;21701
10580981;JEEP;1.1;21701
10580990;JEEP;1.1;21701
10580996;JEEP;1.1;21701
10580999;JEEP;1.1;21701
10581245;JEEP;1.1;21701
10581260;JEEP;1.1;21701
10581273;JEEP;1.1;21701
10581275;JEEP;1.1;21701
10581276;JEEP;1.1;21701
10581278;JEEP;1.1;21701
10581279;JEEP;1.1;21701
10581285;JEEP;1.1;21701
10581290;JEEP;1.1;21701
10581294;JEEP;1.1;21701
10581305;JEEP;1.1;21701
10581327;JEEP;1.1;21701
10581336;JEEP;1.1;21701
10581351;JEEP;1.1;21701
10581353;JEEP;1.1;21701
10581371;JEEP;1.1;21701
10581374;JEEP;1.1;21701
10581375;JEEP;1.1;21701
10581381;JEEP;1.1;21701
10581384;JEEP;1.1;21701
10581386;JEEP;1.1;21701
10582214;JEEP;1.1;21701
10582352;JEEP;1.1;21701
10582484;JEEP;1.1;21701
10583271;JEEP;1.1;21701
10583273;JEEP;1.1;21701
10583276;JEEP;1.1;21701
10583279;JEEP;1.1;21701
10583307;JEEP;1.1;21701
10583315;JEEP;1.1;21701
10583316;JEEP;1.1;21701
10583324;JEEP;1.1;21701
10583328;JEEP;1.1;21701
10583355;JEEP;1.1;21701
10583364;JEEP;1.1;21701
10583366;JEEP;1.1;21701
10583370;JEEP;1.1;21701
10583373;JEEP;1.1;21701
10583735;JEEP;1.1;21701
10584162;JEEP;1.1;21701
10584213;JEEP;1.1;21701
10584411;JEEP;1.1;21701
10584512;JEEP;1.1;21701
10584525;JEEP;1.1;21701
10584527;JEEP;1.1;21701
10584530;JEEP;1.1;21701
10584576;JEEP;1.1;21701
10584582;JEEP;1.1;21701
10584666;JEEP;1.1;21701
10584870;JEEP;1.1;21701
10584878;JEEP;1.1;21701
10584884;JEEP;1.1;21701
10584885;JEEP;1.1;21701
10584893;JEEP;1.1;21701
10584896;JEEP;1.1;21701
10584899;JEEP;1.1;21701
10584900;JEEP;1.1;21701
10584903;JEEP;1.1;21701
10584914;JEEP;1.1;21701
10584983;JEEP;1.1;21701
10585010;JEEP;1.1;21701
10585433;JEEP;1.1;21701
10585481;JEEP;1.1;21701
10585485;JEEP;1.1;21701
10585487;JEEP;1.1;21701
10586529;JEEP;1.1;21701
10586609;JEEP;1.1;21701
10586616;JEEP;1.1;21701
10586622;JEEP;1.1;21701
10586627;JEEP;1.1;21701
10586628;JEEP;1.1;21701
10586634;JEEP;1.1;21701
10586639;JEEP;1.1;21701
10586642;JEEP;1.1;21701
10586645;JEEP;1.1;21701
10586648;JEEP;1.1;21701
10586655;JEEP;1.1;21701
10589442;JEEP;1.1;21701
10589466;JEEP;1.1;21701
10589468;JEEP;1.1;21701
10590161;JEEP;1.1;21701
10590369;JEEP;1.1;21701
10590371;JEEP;1.1;21701
10590722;JEEP;1.1;21701
10590977;JEEP;1.1;21701
10590983;JEEP;1.1;21701
10590984;JEEP;1.1;21701
10591145;JEEP;1.1;21701
10591194;JEEP;1.1;21701
10591199;JEEP;1.1;21701
10591211;JEEP;1.1;21701
10591499;JEEP;1.1;21701
10591731;JEEP;1.1;21701
10592748;JEEP;1.1;21701
10592750;JEEP;1.1;21701
10592751;JEEP;1.1;21701
10592759;JEEP;1.1;21701
10593882;JEEP;1.1;21701
10594676;JEEP;1.1;21701
10594677;JEEP;1.1;21701
10594898;JEEP;1.1;21701
10594916;JEEP;1.1;21701
10594917;JEEP;1.1;21701
10594923;JEEP;1.1;21701
10594925;JEEP;1.1;21701
10594929;JEEP;1.1;21701
10594937;JEEP;1.1;21701
10594944;JEEP;1.1;21701
10594953;JEEP;1.1;21701
10594958;JEEP;1.1;21701
10594974;JEEP;1.1;21701
10594992;JEEP;1.1;21701
10595102;JEEP;1.1;21701
10595340;JEEP;1.1;21701
10595391;JEEP;1.1;21701
10596108;JEEP;1.1;21701
10596114;JEEP;1.1;21701
10596117;JEEP;1.1;21701
10596119;JEEP;1.1;21701
10596122;JEEP;1.1;21701
10596327;JEEP;1.1;21701
10596332;JEEP;1.1;21701
10596345;JEEP;1.1;21701
10596357;JEEP;1.1;21701
10596363;JEEP;1.1;21701
10596536;JEEP;1.1;21701
10596554;JEEP;1.1;21701
10596573;JEEP;1.1;21701
10596576;JEEP;1.1;21701
10596585;JEEP;1.1;21701
10596587;JEEP;1.1;21701
10596590;JEEP;1.1;21701
10596612;JEEP;1.1;21701
10596626;JEEP;1.1;21701
10596749;JEEP;1.1;21701
10596755;JEEP;1.1;21701
10596762;JEEP;1.1;21701
10596767;JEEP;1.1;21701
10596773;JEEP;1.1;21701
10596842;JEEP;1.1;21701
10596843;JEEP;1.1;21701
10596845;JEEP;1.1;21701
10596912;JEEP;1.1;21701
10596968;JEEP;1.1;21701
10597005;JEEP;1.1;21701
10597013;JEEP;1.1;21701
10597014;JEEP;1.1;21701
10597056;JEEP;1.1;21701
10597133;JEEP;1.1;21701
10597136;JEEP;1.1;21701
10597157;JEEP;1.1;21701
10598301;JEEP;1.1;21701
10598306;JEEP;1.1;21701
10598498;JEEP;1.1;21701
10598499;JEEP;1.1;21701
10598501;JEEP;1.1;21701
10598504;JEEP;1.1;21701
10598505;JEEP;1.1;21701
10598508;JEEP;1.1;21701
10598510;JEEP;1.1;21701
10598511;JEEP;1.1;21701
10598516;JEEP;1.1;21701
10598529;JEEP;1.1;21701
10598532;JEEP;1.1;21701
10598535;JEEP;1.1;21701
10598537;JEEP;1.1;21701
10598594;JEEP;1.1;21701
10598595;JEEP;1.1;21701
10598597;JEEP;1.1;21701
10598598;JEEP;1.1;21701
10598604;JEEP;1.1;21701
10598607;JEEP;1.1;21701
10598613;JEEP;1.1;21701
10598616;JEEP;1.1;21701
10598622;JEEP;1.1;21701
10598633;JEEP;1.1;21701
10598634;JEEP;1.1;21701
10598654;JEEP;1.1;21701
10598657;JEEP;1.1;21701
10598667;JEEP;1.1;21701
10598676;JEEP;1.1;21701
10598687;JEEP;1.1;21701
10598876;JEEP;1.1;21701
10598885;JEEP;1.1;21701
10598891;JEEP;1.1;21701
10598894;JEEP;1.1;21701
10599039;JEEP;1.1;21701
10599047;JEEP;1.1;21701
10599062;JEEP;1.1;21701
10599065;JEEP;1.1;21701
10599714;JEEP;1.1;21701
10599717;JEEP;1.1;21701
10599728;JEEP;1.1;21701
10599729;JEEP;1.1;21701
10599734;JEEP;1.1;21701
10599735;JEEP;1.1;21701
10599738;JEEP;1.1;21701
10599740;JEEP;1.1;21701
10599743;JEEP;1.1;21701
10599756;JEEP;1.1;21701
10599764;JEEP;1.1;21701
10599765;JEEP;1.1;21701
10599777;JEEP;1.1;21701
10599795;JEEP;1.1;21701
10599797;JEEP;1.1;21701
10599798;JEEP;1.1;21701
10599819;JEEP;1.1;21701
10599825;JEEP;1.1;21701
10599831;JEEP;1.1;21701
10599833;JEEP;1.1;21701
10599837;JEEP;1.1;21701
10599840;JEEP;1.1;21701
10599843;JEEP;1.1;21701
10599846;JEEP;1.1;21701
10599851;JEEP;1.1;21701
10599852;JEEP;1.1;21701
10599857;JEEP;1.1;21701
10599858;JEEP;1.1;21701
10599861;JEEP;1.1;21701
10599864;JEEP;1.1;21701
10599866;JEEP;1.1;21701
10599867;JEEP;1.1;21701
10599872;JEEP;1.1;21701
10599873;JEEP;1.1;21701
10599876;JEEP;1.1;21701
10599878;JEEP;1.1;21701
10599890;JEEP;1.1;21701
10599894;JEEP;1.1;21701
10599896;JEEP;1.1;21701
10599899;JEEP;1.1;21701
10599900;JEEP;1.1;21701
10599902;JEEP;1.1;21701
10599914;JEEP;1.1;21701
10599917;JEEP;1.1;21701
10599918;JEEP;1.1;21701
10599921;JEEP;1.1;21701
10599939;JEEP;1.1;21701
10599942;JEEP;1.1;21701
10599945;JEEP;1.1;21701
10599947;JEEP;1.1;21701
10599951;JEEP;1.1;21701
10599954;JEEP;1.1;21701
10599957;JEEP;1.1;21701
10599959;JEEP;1.1;21701
10599962;JEEP;1.1;21701
10599963;JEEP;1.1;21701
10599968;JEEP;1.1;21701
10599971;JEEP;1.1;21701
10599974;JEEP;1.1;21701
10599975;JEEP;1.1;21701
10599977;JEEP;1.1;21701
10599978;JEEP;1.1;21701
10599980;JEEP;1.1;21701
10599987;JEEP;1.1;21701
10599989;JEEP;1.1;21701
10599999;JEEP;1.1;21701
10600001;JEEP;1.1;21701
10600005;JEEP;1.1;21701
10600010;JEEP;1.1;21701
10600026;JEEP;1.1;21701
10600028;JEEP;1.1;21701
10600029;JEEP;1.1;21701
10600421;JEEP;1.1;21701
10600425;JEEP;1.1;21701
10600433;JEEP;1.1;21701
10600446;JEEP;1.1;21701
10600449;JEEP;1.1;21701
10600464;JEEP;1.1;21701
10600467;JEEP;1.1;21701
10600469;JEEP;1.1;21701
10600479;JEEP;1.1;21701
10600490;JEEP;1.1;21701
10600574;JEEP;1.1;21701
10600998;JEEP;1.1;21701
10601543;JEEP;1.1;21701
10601549;JEEP;1.1;21701
10601903;JEEP;1.1;21701
10601904;JEEP;1.1;21701
10601924;JEEP;1.1;21701
10601931;JEEP;1.1;21701
10601933;JEEP;1.1;21701
10601934;JEEP;1.1;21701
10601940;JEEP;1.1;21701
10601948;JEEP;1.1;21701
10601949;JEEP;1.1;21701
10601957;JEEP;1.1;21701
10601958;JEEP;1.1;21701
10601972;JEEP;1.1;21701
10602021;JEEP;1.1;21701
10602044;JEEP;1.1;21701
10602047;JEEP;1.1;21701
10602210;JEEP;1.1;21701
10602317;JEEP;1.1;21701
10602639;JEEP;1.1;21701
10603149;JEEP;1.1;21701
10603479;JEEP;1.1;21701
10608410;JEEP;1.1;21701
10609029;JEEP;1.1;21701
10609031;JEEP;1.1;21701
10609032;JEEP;1.1;21701
10609035;JEEP;1.1;21701
10609470;JEEP;1.1;21701
10609473;JEEP;1.1;21701
10609481;JEEP;1.1;21701
10609707;JEEP;1.1;21701
10609713;JEEP;1.1;21701
10609740;JEEP;1.1;21701
10609749;JEEP;1.1;21701
10609773;JEEP;1.1;21701
10609776;JEEP;1.1;21701
10609782;JEEP;1.1;21701
10609823;JEEP;1.1;21701
10609827;JEEP;1.1;21701
10609835;JEEP;1.1;21701
10610534;JEEP;1.1;21701
10610733;JEEP;1.1;21701
10610735;JEEP;1.1;21701
10611036;JEEP;1.1;21701
10611038;JEEP;1.1;21701
10611048;JEEP;1.1;21701
10611065;JEEP;1.1;21701
10611066;JEEP;1.1;21701
10611077;JEEP;1.1;21701
10611078;JEEP;1.1;21701
10611086;JEEP;1.1;21701
10611090;JEEP;1.1;21701
10611101;JEEP;1.1;21701
10611102;JEEP;1.1;21701
10611117;JEEP;1.1;21701
10611155;JEEP;1.1;21701
10611159;JEEP;1.1;21701
10611206;JEEP;1.1;21701
10611207;JEEP;1.1;21701
10611614;JEEP;1.1;21701
10611656;JEEP;1.1;21701
10611659;JEEP;1.1;21701
10611690;JEEP;1.1;21701
10611723;JEEP;1.1;21701
10611728;JEEP;1.1;21701
10611755;JEEP;1.1;21701
10611759;JEEP;1.1;21701
10611791;JEEP;1.1;21701
10611803;JEEP;1.1;21701
10611810;JEEP;1.1;21701
10611821;JEEP;1.1;21701
10611837;JEEP;1.1;21701
10611855;JEEP;1.1;21701
10611866;JEEP;1.1;21701
10611870;JEEP;1.1;21701
10611887;JEEP;1.1;21701
10611888;JEEP;1.1;21701
10611894;JEEP;1.1;21701
10612440;JEEP;1.1;21701
10613930;JEEP;1.1;21701
10613931;JEEP;1.1;21701
8777189;MOTOCICLETA;0.2;21701
8855058;MOTOCICLETA;0.2;21701
9029205;MOTOCICLETA;0.2;21701
9134690;MOTOCICLETA;0.2;21701
9165761;MOTOCICLETA;0.2;21701
9402060;MOTOCICLETA;0.2;21701
9565983;MOTOCICLETA;0.2;21701
9569702;MOTOCICLETA;0.2;21701
9596435;MOTOCICLETA;0.2;21701
9599735;MOTOCICLETA;0.2;21701
9687599;MOTOCICLETA;0.2;21701
9694634;MOTOCICLETA;0.2;21701
9736643;MOTOCICLETA;0.2;21701
9778233;MOTOCICLETA;0.2;21701
9779115;MOTOCICLETA;0.2;21701
9779121;MOTOCICLETA;0.2;21701
9788313;MOTOCICLETA;0.2;21701
9807563;MOTOCICLETA;0.2;21701
9834111;MOTOCICLETA;0.2;21701
9867462;MOTOCICLETA;0.2;21701
9911238;MOTOCICLETA;0.2;21701
9953037;MOTOCICLETA;0.2;21701
9953105;MOTOCICLETA;0.2;21701
9957077;MOTOCICLETA;0.2;21701
9960660;MOTOCICLETA;0.2;21701
9963612;MOTOCICLETA;0.2;21701
9975969;MOTOCICLETA;0.2;21701
9983453;MOTOCICLETA;0.2;21701
9984213;MOTOCICLETA;0.2;21701
10007088;MOTOCICLETA;0.2;21701
10013927;MOTOCICLETA;0.2;21701
10014294;MOTOCICLETA;0.2;21701
10032894;MOTOCICLETA;0.2;21701
10037232;MOTOCICLETA;0.2;21701
10037367;MOTOCICLETA;0.2;21701
10047477;MOTOCICLETA;0.2;21701
10058372;MOTOCICLETA;0.2;21701
10060575;MOTOCICLETA;0.2;21701
10060776;MOTOCICLETA;0.2;21701
10071263;MOTOCICLETA;0.2;21701
10073996;MOTOCICLETA;0.2;21701
10074005;MOTOCICLETA;0.2;21701
10074492;MOTOCICLETA;0.2;21701
10079234;MOTOCICLETA;0.2;21701
10082403;MOTOCICLETA;0.2;21701
10107369;MOTOCICLETA;0.2;21701
10111806;MOTOCICLETA;0.2;21701
10111883;MOTOCICLETA;0.2;21701
10113267;MOTOCICLETA;0.2;21701
10113437;MOTOCICLETA;0.2;21701
10127961;MOTOCICLETA;0.2;21701
10127993;MOTOCICLETA;0.2;21701
10140740;MOTOCICLETA;0.2;21701
10148001;MOTOCICLETA;0.2;21701
10148004;MOTOCICLETA;0.2;21701
10148382;MOTOCICLETA;0.2;21701
10159650;MOTOCICLETA;0.2;21701
10167693;MOTOCICLETA;0.2;21701
10169238;MOTOCICLETA;0.2;21701
10173221;MOTOCICLETA;0.2;21701
10197948;MOTOCICLETA;0.2;21701
10201347;MOTOCICLETA;0.2;21701
10214136;MOTOCICLETA;0.2;21701
10218504;MOTOCICLETA;0.2;21701
10222262;MOTOCICLETA;0.2;21701
10222542;MOTOCICLETA;0.2;21701
10224360;MOTOCICLETA;0.2;21701
10226408;MOTOCICLETA;0.2;21701
10226657;MOTOCICLETA;0.2;21701
10226708;MOTOCICLETA;0.2;21701
10226979;MOTOCICLETA;0.2;21701
10227212;MOTOCICLETA;0.2;21701
10228139;MOTOCICLETA;0.2;21701
10230969;MOTOCICLETA;0.2;21701
10243382;MOTOCICLETA;0.2;21701
10245041;MOTOCICLETA;0.2;21701
10245879;MOTOCICLETA;0.2;21701
10246035;MOTOCICLETA;0.2;21701
10246859;MOTOCICLETA;0.2;21701
10247724;MOTOCICLETA;0.2;21701
10251147;MOTOCICLETA;0.2;21701
10253922;MOTOCICLETA;0.2;21701
10256961;MOTOCICLETA;0.2;21701
10260825;MOTOCICLETA;0.2;21701
10265982;MOTOCICLETA;0.2;21701
10267139;MOTOCICLETA;0.2;21701
10267952;MOTOCICLETA;0.2;21701
10275038;MOTOCICLETA;0.2;21701
10275939;MOTOCICLETA;0.2;21701
10276299;MOTOCICLETA;0.2;21701
10276316;MOTOCICLETA;0.2;21701
10277694;MOTOCICLETA;0.2;21701
10278876;MOTOCICLETA;0.2;21701
10280349;MOTOCICLETA;0.2;21701
10282281;MOTOCICLETA;0.2;21701
10285331;MOTOCICLETA;0.2;21701
10286664;MOTOCICLETA;0.2;21701
10291355;MOTOCICLETA;0.2;21701
10292009;MOTOCICLETA;0.2;21701
10300226;MOTOCICLETA;0.2;21701
10300803;MOTOCICLETA;0.2;21701
10300938;MOTOCICLETA;0.2;21701
10302846;MOTOCICLETA;0.2;21701
10304906;MOTOCICLETA;0.2;21701
10306403;MOTOCICLETA;0.2;21701
10306802;MOTOCICLETA;0.2;21701
10307073;MOTOCICLETA;0.2;21701
10309638;MOTOCICLETA;0.2;21701
10311500;MOTOCICLETA;0.2;21701
10311612;MOTOCICLETA;0.2;21701
10311623;MOTOCICLETA;0.2;21701
10313747;MOTOCICLETA;0.2;21701
10314261;MOTOCICLETA;0.2;21701
10314290;MOTOCICLETA;0.2;21701
10317636;MOTOCICLETA;0.2;21701
10320765;MOTOCICLETA;0.2;21701
10329684;MOTOCICLETA;0.2;21701
10329695;MOTOCICLETA;0.2;21701
10330010;MOTOCICLETA;0.2;21701
10333035;MOTOCICLETA;0.2;21701
10333349;MOTOCICLETA;0.2;21701
10340100;MOTOCICLETA;0.2;21701
10344345;MOTOCICLETA;0.2;21701
10344995;MOTOCICLETA;0.2;21701
10346835;MOTOCICLETA;0.2;21701
10348709;MOTOCICLETA;0.2;21701
10348715;MOTOCICLETA;0.2;21701
10348718;MOTOCICLETA;0.2;21701
10349922;MOTOCICLETA;0.2;21701
10350348;MOTOCICLETA;0.2;21701
10351422;MOTOCICLETA;0.2;21701
10354098;MOTOCICLETA;0.2;21701
10357044;MOTOCICLETA;0.2;21701
10358975;MOTOCICLETA;0.2;21701
10359156;MOTOCICLETA;0.2;21701
10359716;MOTOCICLETA;0.2;21701
10360701;MOTOCICLETA;0.2;21701
10360853;MOTOCICLETA;0.2;21701
10364396;MOTOCICLETA;0.2;21701
10367970;MOTOCICLETA;0.2;21701
10368029;MOTOCICLETA;0.2;21701
10368221;MOTOCICLETA;0.2;21701
10369502;MOTOCICLETA;0.2;21701
10371150;MOTOCICLETA;0.2;21701
10372727;MOTOCICLETA;0.2;21701
10372728;MOTOCICLETA;0.2;21701
10372880;MOTOCICLETA;0.2;21701
10373028;MOTOCICLETA;0.2;21701
10373216;MOTOCICLETA;0.2;21701
10374971;MOTOCICLETA;0.2;21701
10387466;MOTOCICLETA;0.2;21701
10387475;MOTOCICLETA;0.2;21701
10387703;MOTOCICLETA;0.2;21701
10387748;MOTOCICLETA;0.2;21701
10387790;MOTOCICLETA;0.2;21701
10388742;MOTOCICLETA;0.2;21701
10392171;MOTOCICLETA;0.2;21701
10394933;MOTOCICLETA;0.2;21701
10397331;MOTOCICLETA;0.2;21701
10397381;MOTOCICLETA;0.2;21701
